Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;RM;Ammendante compostato misto;kg;Lazio;2;2280710.0;3010710.0;3010710.0
2026;RM;Ammendante compostato verde;kg;Lazio;1;4358590.0;5401810.0;5401810.0
2026;RM;CSS – combustibile;kg;Lazio;13;12910360.0;16935840.0;16935840.0
2026;RM;Carta e cartone;kg;Lazio;10;150890025.0;172288525.0;178020053.0
2026;RM;Granulato di Conglomerato bituminoso;kg;Lazio;20;243409422.0;274939431.0;283313021.0
2026;RM;Legno e sughero;kg;Lazio;12;74060.0;123510.0;123510.0
2026;RM;Plastica;kg;Lazio;11;2412343.0;3274352.0;3274352.0
2026;RM;Rottami di alluminio;kg;Lazio;6;7730477.0;7778975.0;7778975.0
2026;RM;Rottami di ferro e acciaio;kg;Lazio;8;104979780.0;109514827.0;113395693.0
2026;RM;Rottami di rame;kg;Lazio;9;1393749.0;1450539.0;1450539.0
2026;RM;Tessili;kg;Lazio;14;664427.0;733029.0;733029.0
2026;RN;Aggregati riciclati;kg;Emilia Romagna;5;335803913.0;385579242.0;385579242.0
2026;RN;Altro;kg;Emilia Romagna;23;13463486.0;19766762.0;19846762.0
2026;RN;Ammendante compostato misto;kg;Emilia Romagna;2;1924960.0;1924960.0;1924960.0
2026;RN;CSS – combustibile;kg;Emilia Romagna;13;633100.0;684940.0;684940.0
2026;RN;Carta e cartone;kg;Emilia Romagna;10;16166390.0;18490960.0;18915110.0
2026;RN;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;48527752.0;95813203.0;100119283.0
2026;RN;Plastica;kg;Emilia Romagna;11;87373.0;105940.0;105940.0
2026;RN;Rottami di alluminio;kg;Emilia Romagna;6;834103.0;886293.0;958133.0
2026;RN;Rottami di ferro e acciaio;kg;Emilia Romagna;8;20408630.0;21612000.0;22344150.0
2026;RN;Rottami di rame;kg;Emilia Romagna;9;76775.0;84015.0;84015.0
2026;RO;Aggregati riciclati;kg;Veneto;5;118780930.0;155128610.0;155828610.0
2026;RO;Carta e cartone;kg;Veneto;10;20529340.0;23353260.0;24114710.0
2026;RO;Granulato di Conglomerato bituminoso;kg;Veneto;20;72651230.0;84614950.0;84614950.0
2026;RO;Plastica;kg;Veneto;11;14143881.0;16325855.0;17246733.0
2026;RO;Rottami di alluminio;kg;Veneto;6;15940.0;20600.0;20600.0
2026;RO;Rottami di ferro e acciaio;kg;Veneto;8;5441895.0;6483118.0;6563418.0
2026;RO;Rottami di rame;kg;Veneto;9;20574.0;20574.0;20574.0
2026;RO;Rottami di vetro;kg;Veneto;7;138700.0;180310.0;180310.0
2026;SA;Aggregati riciclati;kg;Campania;5;599191679.0;704565179.0;752015791.0
2026;SA;Altro;kg;Campania;23;24392435.0;28044608.0;28127978.0
2026;SA;CSS – combustibile;kg;Campania;13;9810000.0;11610000.0;11610000.0
2026;SA;Carta e cartone;kg;Campania;10;83584247.0;100657672.0;101301247.0
2026;SA;Gomma vulcanizzata da PFU;kg;Campania;22;272557.0;308864.0;308864.0
2026;SA;Granulato di Conglomerato bituminoso;kg;Campania;20;10818740.0;12413320.0;12413320.0
2026;SA;Legno e sughero;kg;Campania;12;385590.0;385590.0;385590.0
2026;SA;Plastica;kg;Campania;11;14259281.0;17906040.0;17906640.0
2026;SA;Rottami di alluminio;kg;Campania;6;1192171.0;1260581.0;1286081.0
2026;SA;Rottami di ferro e acciaio;kg;Campania;8;76320598.0;88255882.0;90483132.0
2026;SA;Rottami di rame;kg;Campania;9;364720.0;402305.0;402305.0
2026;SA;Rottami di vetro;kg;Campania;7;7865440.0;8537740.0;8537740.0
2026;SA;Tessili;kg;Campania;14;78337.0;78337.0;78337.0
2026;SI;Aggregati riciclati;kg;Toscana;5;181402901.0;191236437.0;196088982.0
2026;SI;Altro;kg;Toscana;23;1354740.0;2095760.0;2095760.0
2026;SI;Ammendante compostato misto;kg;Toscana;2;3414707.0;4808647.0;4808647.0
2026;SI;Carta e cartone;kg;Toscana;10;9962721.0;12477569.0;12477569.0
2026;SI;Granulato di Conglomerato bituminoso;kg;Toscana;20;4000000.0;5050000.0;5050000.0
2026;SI;Plastica;kg;Toscana;11;21910.0;21910.0;23265.0
2026;SI;Rottami di alluminio;kg;Toscana;6;65323.0;67024.0;73999.0
2026;SI;Rottami di ferro e acciaio;kg;Toscana;8;5422221.0;6526680.0;6585085.0
2026;SI;Rottami di rame;kg;Toscana;9;36000.0;42405.0;42955.0
2026;SO;Aggregati riciclati;kg;Lombardia;5;162228916.0;209003575.0;209003575.0
2026;SO;Altro;kg;Lombardia;23;49298343.0;49303707.0;49303707.0
2026;SO;Carta e cartone;kg;Lombardia;10;1518390.0;1599590.0;1599590.0
2026;SO;Granulato di Conglomerato bituminoso;kg;Lombardia;20;31083589.0;38085649.0;38085649.0
2026;SO;Legno e sughero;kg;Lombardia;12;9200.0;9200.0;9200.0
2026;SO;Plastica;kg;Lombardia;11;400.0;900.0;900.0
2026;SO;Rottami di ferro e acciaio;kg;Lombardia;8;3922771.0;7124415.0;7124415.0
2026;SP;Aggregati riciclati;kg;Liguria;5;238559905.0;296410900.0;296410900.0
2026;SP;Altro;kg;Liguria;23;30317.0;30317.0;30317.0
2026;SP;Carta e cartone;kg;Liguria;10;6531163.0;7994168.0;7994168.0
2026;SP;Legno e sughero;kg;Liguria;12;1550.0;1550.0;1550.0
2026;SP;Rottami di alluminio;kg;Liguria;6;19430.0;19430.0;19430.0
2026;SP;Rottami di ferro e acciaio;kg;Liguria;8;10979138.0;12686377.0;12686377.0
2026;SP;Rottami di rame;kg;Liguria;9;14820.0;14820.0;14820.0
2026;SR;Aggregati riciclati;kg;Sicilia;5;67823430.0;73113030.0;73237770.0
2026;SR;Altri Ammendanti;kg;Sicilia;3;14392177.0;16154343.0;16811535.0
2026;SR;Altro;kg;Sicilia;23;6172380.0;6754620.0;7094920.0
2026;SR;Carta e cartone;kg;Sicilia;10;14474760.0;17140380.0;17140380.0
2026;SR;Plastica;kg;Sicilia;11;248003.0;274913.0;274913.0
2026;SR;Rottami di alluminio;kg;Sicilia;6;85720.0;115040.0;115040.0
2026;SR;Rottami di ferro e acciaio;kg;Sicilia;8;22350620.0;26324595.0;26423015.0
2026;SR;Rottami di rame;kg;Sicilia;9;8384.0;8414.0;8414.0
2026;SS;Aggregati riciclati;kg;Sardegna;5;47342580.0;53877230.0;54177230.0
2026;SS;Altro;kg;Sardegna;23;5714616.0;6196036.0;6356846.0
2026;SS;Ammendante compostato misto;kg;Sardegna;2;2512470.0;3646450.0;3646450.0
2026;SS;Ammendante compostato verde;kg;Sardegna;1;607520.0;927520.0;927520.0
2026;SS;Carta e cartone;kg;Sardegna;10;15410270.0;18720610.0;19257270.0
2026;SS;Granulato di Conglomerato bituminoso;kg;Sardegna;20;1405740.0;1405740.0;1405740.0
2026;SS;Legno e sughero;kg;Sardegna;12;240780.0;240780.0;240780.0
2026;SS;Plastica;kg;Sardegna;11;680.0;680.0;680.0
2026;SS;Rottami di alluminio;kg;Sardegna;6;50870.0;50870.0;50870.0
2026;SS;Rottami di ferro e acciaio;kg;Sardegna;8;6516281.0;6832436.0;7124896.0
2026;SS;Rottami di rame;kg;Sardegna;9;31840.0;31840.0;31840.0
2026;SU;Aggregati riciclati;kg;Sardegna;5;55574667.0;63411947.0;66388467.0
2026;SU;Altro;kg;Sardegna;23;1704817.0;2037210.0;2084120.0
2026;SU;Ammendante compostato misto;kg;Sardegna;2;12795260.0;12795260.0;12795260.0
2026;SU;Ammendante compostato verde;kg;Sardegna;1;116387.0;216697.0;216697.0
2026;SU;Carta e cartone;kg;Sardegna;10;15641200.0;19544990.0;20098350.0
2026;SU;Granulato di Conglomerato bituminoso;kg;Sardegna;20;1673040.0;6029770.0;6029770.0
2026;SU;Rottami di ferro e acciaio;kg;Sardegna;8;1613933.0;1945382.0;2002062.0
2026;SV;Aggregati riciclati;kg;Liguria;5;23066292.0;27620322.0;27620322.0
2026;SV;Altro;kg;Liguria;23;50418444.0;57860764.0;59679507.0
2026;SV;Ammendante compostato misto;kg;Liguria;2;1808190.0;2089150.0;2603400.0
2026;SV;Ammendante compostato verde;kg;Liguria;1;2012160.0;2569230.0;2669610.0
2026;SV;Carta e cartone;kg;Liguria;10;15730621.0;18756668.0;20589465.0
2026;SV;Granulato di Conglomerato bituminoso;kg;Liguria;20;5636912.0;5997362.0;5997362.0
2026;SV;Legno e sughero;kg;Liguria;12;884958.0;884958.0;884958.0
2026;SV;Rottami di alluminio;kg;Liguria;6;1174636.0;1397672.0;1397672.0
2026;SV;Rottami di ferro e acciaio;kg;Liguria;8;19185781.0;23308921.0;23308921.0
2026;SV;Rottami di rame;kg;Liguria;9;4555.0;4555.0;4555.0
2026;SV;Rottami di vetro;kg;Liguria;7;100526479.0;118898637.0;124671807.0
2026;TA;Aggregati riciclati;kg;Puglia;5;134926679.0;138471089.0;139450909.0
2026;TA;Altri Ammendanti;kg;Puglia;3;7850000.0;8500000.0;9200000.0
2026;TA;Altro;kg;Puglia;23;1992381.0;2566781.0;3287601.0
2026;TA;Ammendante compostato misto;kg;Puglia;2;7955380.0;8155380.0;8155380.0
2026;TA;CSS – combustibile;kg;Puglia;13;7460080.0;8295080.0;8819080.0
2026;TA;Carta e cartone;kg;Puglia;10;17598533.0;20556953.0;20556953.0
2026;TA;Granulato di Conglomerato bituminoso;kg;Puglia;20;4184170.0;4509150.0;4509150.0
2026;TA;Plastica;kg;Puglia;11;20942427.0;22568436.0;23566090.0
2026;TA;Rottami di alluminio;kg;Puglia;6;96860.0;132560.0;132560.0
2026;TA;Rottami di ferro e acciaio;kg;Puglia;8;13236544.0;13985764.0;14661504.0
2026;TA;Rottami di rame;kg;Puglia;9;19990.0;19990.0;19990.0
2026;TA;Tessili;kg;Puglia;14;35360.0;35360.0;35360.0
2026;TE;Aggregati riciclati;kg;Abruzzo;5;128708995.0;153375920.0;157899560.0
2026;TE;Altro;kg;Abruzzo;23;9814635.0;10224691.0;10306091.0
2026;TE;Ammendante compostato misto;kg;Abruzzo;2;1111475.0;1111475.0;1111475.0
2026;TE;Carta e cartone;kg;Abruzzo;10;16245220.0;19152072.0;19158062.0
2026;TE;Granulato di Conglomerato bituminoso;kg;Abruzzo;20;21908126.0;27749810.0;27749810.0
2026;TE;Legno e sughero;kg;Abruzzo;12;7576848.0;9987028.0;9987028.0
2026;TE;Plastica;kg;Abruzzo;11;21911863.0;24462100.0;25175875.0
2026;TE;Rottami di alluminio;kg;Abruzzo;6;1060145.0;1324181.0;1324181.0
2026;TE;Rottami di ferro e acciaio;kg;Abruzzo;8;39302328.0;44756632.0;45131632.0
2026;TE;Rottami di rame;kg;Abruzzo;9;187058.0;214344.0;214344.0
2026;TE;Rottami di vetro;kg;Abruzzo;7;214000.0;240040.0;240040.0
2026;TE;Tessili;kg;Abruzzo;14;8200.0;8200.0;8200.0
2026;TN;Aggregati riciclati;kg;Trentino Alto Adige;5;476956093.0;565339646.0;567920006.0
2026;TN;Altro;kg;Trentino Alto Adige;23;9164340.0;9761091.0;9927695.0
2026;TN;Ammendante compostato misto;kg;Trentino Alto Adige;2;19920771.0;20392661.0;20527181.0
2026;TN;Carta e cartone;kg;Trentino Alto Adige;10;59203206.0;69995123.0;69995123.0
2026;TN;Granulato di Conglomerato bituminoso;kg;Trentino Alto Adige;20;108431650.0;130871810.0;132459910.0
2026;TN;Legno e sughero;kg;Trentino Alto Adige;12;5157747.0;6051158.0;6053558.0
2026;TN;Plastica;kg;Trentino Alto Adige;11;2898115.0;3110896.0;3230824.0
2026;TN;Rottami di alluminio;kg;Trentino Alto Adige;6;405131.0;441891.0;460991.0
2026;TN;Rottami di ferro e acciaio;kg;Trentino Alto Adige;8;117543778.0;128094118.0;129364860.0
2026;TN;Rottami di rame;kg;Trentino Alto Adige;9;111470.0;122310.0;122310.0
2026;TN;Tessili;kg;Trentino Alto Adige;14;691475.0;760993.0;760993.0
2026;TO;Aggregati riciclati;kg;Piemonte;5;998667788.0;1144784878.0;1161099718.0
2026;TO;Altri Ammendanti;kg;Piemonte;3;2668030.0;2670350.0;2670350.0
2026;TO;Altro;kg;Piemonte;23;24020666.0;25505058.0;25554560.0
2026;TO;Ammendante compostato misto;kg;Piemonte;2;5805316.0;5836616.0;9463486.0
2026;TO;Ammendante compostato verde;kg;Piemonte;1;6459013.0;7875415.0;8615415.0
2026;TO;Carta e cartone;kg;Piemonte;10;91368929.0;105923373.0;109777823.0
2026;TO;Correttivi da Fanghi;kg;Piemonte;18;8290.0;8290.0;8290.0
2026;TO;Gomma;kg;Piemonte;15;1107379.0;1201555.0;1201555.0
2026;TO;Gomma vulcanizzata da PFU;kg;Piemonte;22;3270031.0;3698374.0;3721374.0
2026;TO;Granulato di Conglomerato bituminoso;kg;Piemonte;20;253416304.0;307001734.0;308053074.0
2026;TO;Legno e sughero;kg;Piemonte;12;11277938.0;12755349.0;12983287.0
2026;TO;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;kg;Piemonte;21;131348.0;131348.0;131348.0
2026;TO;Plastica;kg;Piemonte;11;13808995.0;20232796.0;20458640.0
2026;TO;Rottami di alluminio;kg;Piemonte;6;5071694.0;6066154.0;6200852.0
2026;TO;Rottami di ferro e acciaio;kg;Piemonte;8;284149297.0;312682365.0;319192697.0
2026;TO;Rottami di rame;kg;Piemonte;9;4873994.0;5507953.0;5698809.0
2026;TO;Rottami di vetro;kg;Piemonte;7;;21020.0;21020.0
2026;TO;Tessili;kg;Piemonte;14;87033.0;88383.0;88383.0
2026;TP;Aggregati riciclati;kg;Sicilia;5;135346848.0;149168318.0;151228318.0
2026;TP;Altro;kg;Sicilia;23;6223322.0;7538287.0;7538287.0
2026;TP;Ammendante compostato misto;kg;Sicilia;2;4222000.0;4732000.0;4732000.0
2026;TP;Ammendante compostato verde;kg;Sicilia;1;1095959.0;1267945.0;1267945.0
2026;TP;Carta e cartone;kg;Sicilia;10;6749770.0;7932114.0;8150398.0
2026;TR;Aggregati riciclati;kg;Umbria;5;252102536.0;288574199.0;290928019.0
2026;TR;Altro;kg;Umbria;23;9501890.0;11100812.0;11426628.0
2026;TR;Ammendante compostato misto;kg;Umbria;2;2683980.0;3429380.0;3429380.0
2026;TR;Carta e cartone;kg;Umbria;10;10515150.0;12628290.0;13064630.0
2026;TR;Gomma;kg;Umbria;15;160.0;160.0;160.0
2026;TR;Gomma vulcanizzata da PFU;kg;Umbria;22;1587885.0;1775090.0;1833383.0
2026;TR;Granulato di Conglomerato bituminoso;kg;Umbria;20;42454181.0;47117446.0;47117446.0
2026;TR;Legno e sughero;kg;Umbria;12;139420.0;146925.0;146925.0
2026;TR;Plastica;kg;Umbria;11;11764244.0;13642071.0;14062254.0
2026;TR;Rottami di alluminio;kg;Umbria;6;550657.0;568544.0;634799.0
2026;TR;Rottami di ferro e acciaio;kg;Umbria;8;19999678.0;23048518.0;23481568.0
2026;TR;Rottami di rame;kg;Umbria;9;313.0;313.0;313.0
2026;TS;Aggregati riciclati;kg;Friuli Venezia Giulia;5;12075000.0;25575000.0;25575000.0
2026;TS;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;20240.0;20240.0;20240.0
2026;TS;Carta e cartone;kg;Friuli Venezia Giulia;10;8526715.0;9812555.0;9967055.0
2026;TS;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;3659701.0;4449720.0;4449720.0
2026;TS;Rottami di rame;kg;Friuli Venezia Giulia;9;27348.0;35394.0;35394.0
2026;TV;Aggregati riciclati;kg;Veneto;5;539415744.0;670595793.0;677253190.0
2026;TV;Altro;kg;Veneto;23;57921216.0;69376066.0;70100783.0
2026;TV;Ammendante compostato misto;kg;Veneto;2;10043010.0;11675990.0;11675990.0
2026;TV;Ammendante compostato verde;kg;Veneto;1;408112.0;408112.0;408112.0
2026;TV;Carta e cartone;kg;Veneto;10;121705243.0;146291357.0;147096127.0
2026;TV;Gomma vulcanizzata da PFU;kg;Veneto;22;3142400.0;3612108.0;3778657.0
2026;TV;Granulato di Conglomerato bituminoso;kg;Veneto;20;119876616.0;148581776.0;148581776.0
2026;TV;Legno e sughero;kg;Veneto;12;4460860.0;5030760.0;5062154.0
2026;TV;Materiali ceramici;kg;Veneto;17;361940.0;361940.0;361940.0
2026;TV;Plastica;kg;Veneto;11;41862790.0;50237079.0;50322021.0
2026;TV;Rottami di alluminio;kg;Veneto;6;2610101.0;3028815.0;3172735.0
2026;TV;Rottami di ferro e acciaio;kg;Veneto;8;204296413.0;221420540.0;240623679.0
2026;TV;Rottami di rame;kg;Veneto;9;736637.0;770940.0;795984.0
2026;UD;Aggregati riciclati;kg;Friuli Venezia Giulia;5;9291454123.0;9332804213.0;9332804213.0
2026;UD;Altro;kg;Friuli Venezia Giulia;23;4191684.0;4413905.0;4413905.0
2026;UD;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;;1100000.0;1100000.0
2026;UD;Ammendante compostato verde;kg;Friuli Venezia Giulia;1;5193670.0;5193670.0;5299880.0
2026;UD;Carta e cartone;kg;Friuli Venezia Giulia;10;21829880.0;25711370.0;26223500.0
2026;UD;Granulato di Conglomerato bituminoso;kg;Friuli Venezia Giulia;20;40474850.0;57931120.0;57931120.0
2026;UD;Legno e sughero;kg;Friuli Venezia Giulia;12;13106029.0;15334861.0;15334861.0
2026;UD;Plastica;kg;Friuli Venezia Giulia;11;18335118.0;21053368.0;21511388.0
2026;UD;Rottami di alluminio;kg;Friuli Venezia Giulia;6;796778.0;896150.0;896150.0
2026;UD;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;1130868764.0;1322363663.0;1324380897.0
2026;UD;Rottami di rame;kg;Friuli Venezia Giulia;9;554415.0;672593.0;676813.0
2026;UD;Rottami di vetro;kg;Friuli Venezia Giulia;7;62480.0;62480.0;62480.0
2026;UD;Tessili;kg;Friuli Venezia Giulia;14;56130.0;56130.0;56130.0
2026;VA;Aggregati riciclati;kg;Lombardia;5;248107960.0;285231266.0;319594896.0
2026;VA;Altro;kg;Lombardia;23;50701495.0;60193365.0;60197805.0
2026;VA;Ammendante compostato verde;kg;Lombardia;1;3027190.0;4777190.0;4777190.0
2026;VA;Carta e cartone;kg;Lombardia;10;34054585.0;40857483.0;42210833.0
2026;VA;Granulato di Conglomerato bituminoso;kg;Lombardia;20;25953100.0;25953100.0;26962760.0
2026;VA;Legno e sughero;kg;Lombardia;12;3498773.0;3975625.0;3979045.0
2026;VA;Plastica;kg;Lombardia;11;30936390.0;34152271.0;35342020.0
2026;VA;Rottami di alluminio;kg;Lombardia;6;4247863.0;5985593.0;5998173.0
2026;VA;Rottami di ferro e acciaio;kg;Lombardia;8;51909341.0;56634964.0;57067304.0
2026;VA;Rottami di rame;kg;Lombardia;9;1739271.0;1776458.0;1776968.0
2026;VA;Rottami di vetro;kg;Lombardia;7;299665139.0;349318537.0;359091307.0
2026;VA;Tessili;kg;Lombardia;14;336142.0;372474.0;372474.0
2026;VB;Aggregati riciclati;kg;Piemonte;5;26586120.0;37215960.0;39468700.0
2026;VB;Altro;kg;Piemonte;23;1164336.0;1387258.0;1473563.0
2026;VB;Carta e cartone;kg;Piemonte;10;6042510.0;7223924.0;7223924.0
2026;VB;Granulato di Conglomerato bituminoso;kg;Piemonte;20;3622060.0;5570520.0;5570520.0
2026;VB;Legno e sughero;kg;Piemonte;12;40000.0;80000.0;80000.0
2026;VB;Rottami di alluminio;kg;Piemonte;6;28686874.0;33285428.0;33285428.0
2026;VB;Rottami di ferro e acciaio;kg;Piemonte;8;39353582.0;46129717.0;46476492.0
2026;VC;Aggregati riciclati;kg;Piemonte;5;236268144.0;280532474.0;284010294.0
2026;VC;Altro;kg;Piemonte;23;41293429.0;45324973.0;47798874.0
2026;VC;Ammendante compostato misto;kg;Piemonte;2;1652830.0;1652830.0;1652830.0
2026;VC;Carta e cartone;kg;Piemonte;10;21856978.0;25579608.0;25642453.0
2026;VC;Granulato di Conglomerato bituminoso;kg;Piemonte;20;4164060.0;4164060.0;4164060.0
2026;VC;Legno e sughero;kg;Piemonte;12;542845.0;617825.0;617825.0
2026;VC;Plastica;kg;Piemonte;11;407383.0;497822.0;497822.0
2026;VC;Rottami di alluminio;kg;Piemonte;6;10461.0;12531.0;13469.0
2026;VC;Rottami di ferro e acciaio;kg;Piemonte;8;1154866.0;1214731.0;1234631.0
2026;VC;Rottami di rame;kg;Piemonte;9;1853.0;2035.0;2035.0
2026;VE;Aggregati riciclati;kg;Veneto;5;198916065.0;233604931.0;238240101.0
2026;VE;Altro;kg;Veneto;23;41955685.0;47687715.0;49511585.0
2026;VE;Ammendante compostato verde;kg;Veneto;1;4335209.0;4335209.0;4335209.0
2026;VE;CSS – combustibile;kg;Veneto;13;2154660.0;2533840.0;2533840.0
2026;VE;Carta e cartone;kg;Veneto;10;61919569.0;72777455.0;75040435.0
2026;VE;Granulato di Conglomerato bituminoso;kg;Veneto;20;21702550.0;23079630.0;27825130.0
2026;VE;Legno e sughero;kg;Veneto;12;3997945.0;4431050.0;4511780.0
2026;VE;Plastica;kg;Veneto;11;7255044.0;8591980.0;8699897.0
2026;VE;Rottami di alluminio;kg;Veneto;6;3117417.0;3593693.0;3680325.0
2026;VE;Rottami di ferro e acciaio;kg;Veneto;8;98345902.0;112354770.0;115039186.0
2026;VE;Rottami di rame;kg;Veneto;9;1607232.0;1915040.0;1930371.0
2026;VE;Rottami di vetro;kg;Veneto;7;44275500.0;53185500.0;60835500.0
2026;VE;Tessili;kg;Veneto;14;292931.0;349801.0;349801.0
2026;VI;Aggregati riciclati;kg;Veneto;5;450403823.0;564643664.0;571800114.0
2026;VI;Altri Fertilizzanti;kg;Veneto;19;14931630.0;16058260.0;16306700.0
2026;VI;Altro;kg;Veneto;23;78675145.0;91538589.0;92348188.0
2026;VI;Ammendante compostato misto;kg;Veneto;2;792500.0;799300.0;993400.0
2026;VI;Ammendante compostato verde;kg;Veneto;1;3525514.0;4278070.0;4278070.0
2026;VI;Carta e cartone;kg;Veneto;10;64669202.0;80357686.0;80411956.0
2026;VI;Gomma;kg;Veneto;15;50449.0;62903.0;62903.0
2026;VI;Granulato di Conglomerato bituminoso;kg;Veneto;20;59649880.0;88445880.0;96398880.0
2026;VI;Legno e sughero;kg;Veneto;12;21871697.0;25830455.0;26425825.0
2026;VI;Plastica;kg;Veneto;11;26453842.0;30110612.0;30635652.0
2026;VI;Rottami di alluminio;kg;Veneto;6;5037341.0;5432658.0;5633053.0
2026;VI;Rottami di ferro e acciaio;kg;Veneto;8;138175216.0;153978950.0;157199365.0
2026;VI;Rottami di rame;kg;Veneto;9;4611761.0;5108803.0;5196713.0
2026;VI;Rottami di vetro;kg;Veneto;7;178969080.0;209293860.0;209293860.0
2026;VI;Tessili;kg;Veneto;14;231804.0;281713.0;285827.0
2026;VR;Aggregati riciclati;kg;Veneto;5;6391229472.0;6511789351.0;6566015301.0
2026;VR;Altri Ammendanti;kg;Veneto;3;77901690.0;94940820.0;95133880.0
2026;VR;Altri Fertilizzanti;kg;Veneto;19;1104370.0;1209880.0;1301780.0
2026;VR;Altro;kg;Veneto;23;155990739.0;164056699.0;165215019.0
2026;VR;Ammendante compostato misto;kg;Veneto;2;8202830.0;8457850.0;8782670.0
2026;VR;Ammendante compostato verde;kg;Veneto;1;1432740.0;2376160.0;2376160.0
2026;VR;CSS – combustibile;kg;Veneto;13;523150.0;630450.0;766900.0
2026;VR;Carta e cartone;kg;Veneto;10;89070209.0;105115052.0;105641582.0
2026;VR;Digestato;kg;Veneto;4;30000.0;30000.0;30000.0
2026;VR;Gomma vulcanizzata da PFU;kg;Veneto;22;13000.0;13000.0;13000.0
2026;VR;Granulato di Conglomerato bituminoso;kg;Veneto;20;158740940.0;189869910.0;190360370.0
2026;VR;Legno e sughero;kg;Veneto;12;4242190.0;4783020.0;4803890.0
2026;VR;Plastica;kg;Veneto;11;6941069.0;7826331.0;8102331.0
2026;VR;Rottami di alluminio;kg;Veneto;6;2900298.0;3061063.0;3079623.0
2026;VR;Rottami di ferro e acciaio;kg;Veneto;8;272922557.0;315297666.0;319637643.0
2026;VR;Rottami di rame;kg;Veneto;9;1462053.0;1577246.0;1586358.0
2026;VT;Aggregati riciclati;kg;Lazio;5;84260072.0;160682867.0;160682867.0
2026;VT;Altro;kg;Lazio;23;23743035.0;27636375.0;28150125.0
2026;VT;Ammendante compostato misto;kg;Lazio;2;6484226.0;8687826.0;8687826.0
2026;VT;Ammendante compostato verde;kg;Lazio;1;332500.0;500689.0;500689.0
2026;VT;Carta e cartone;kg;Lazio;10;17045374.0;19760213.0;19949430.0
2026;VT;Gomma vulcanizzata da PFU;kg;Lazio;22;;65870.0;65870.0
2026;VT;Granulato di Conglomerato bituminoso;kg;Lazio;20;58843860.0;85432975.0;85432975.0
2026;VT;Rottami di alluminio;kg;Lazio;6;1085990.0;1257270.0;1257270.0
2026;VT;Rottami di ferro e acciaio;kg;Lazio;8;4564668.0;4938308.0;4938308.0
2026;VT;Rottami di rame;kg;Lazio;9;14140.0;14140.0;14140.0
2026;VT;Rottami di vetro;kg;Lazio;7;;53660.0;53660.0
2026;VT;Tessili;kg;Lazio;14;250344.0;397896.0;397896.0
2026;VV;Aggregati riciclati;kg;Calabria;5;5984121.0;6104881.0;6104881.0
2026;VV;Altro;kg;Calabria;23;56660.0;115560.0;115560.0
2026;VV;Carta e cartone;kg;Calabria;10;2788920.0;3335610.0;3335610.0
