Anno;Provincia produttore;Regione;Materiale;Materiale_ID;Quantita;Unita di misura
2026;BS;Lombardia;Rottami di rame;9;29233708;kg
2026;BS;Lombardia;Carta e cartone;10;103687695;kg
2026;BS;Lombardia;Plastica;11;35428234;kg
2026;BS;Lombardia;Legno e sughero;12;14260410;kg
2026;BS;Lombardia;CSS – combustibile;13;68915400;kg
2026;BS;Lombardia;Tessili;14;281431;kg
2026;BS;Lombardia;Cuoio;16;16;kg
2026;BS;Lombardia;Granulato di Conglomerato bituminoso;20;165260900;kg
2026;BS;Lombardia;Gomma vulcanizzata da PFU;22;9481600;kg
2026;BS;Lombardia;Altro;23;722018452;kg
2026;BT;Puglia;Ammendante compostato misto;2;1874590;kg
2026;BT;Puglia;Aggregati riciclati;5;171424980;kg
2026;BT;Puglia;Rottami di alluminio;6;1259733;kg
2026;BT;Puglia;Rottami di vetro;7;15667440;kg
2026;BT;Puglia;Rottami di ferro e acciaio;8;12199630;kg
2026;BT;Puglia;Rottami di rame;9;1165928;kg
2026;BT;Puglia;Carta e cartone;10;18880052;kg
2026;BT;Puglia;Plastica;11;5446754;kg
2026;BT;Puglia;Legno e sughero;12;271270;kg
2026;BT;Puglia;CSS – combustibile;13;26826110;kg
2026;BT;Puglia;Tessili;14;679801;kg
2026;BT;Puglia;Granulato di Conglomerato bituminoso;20;39449820;kg
2026;BT;Puglia;Gomma vulcanizzata da PFU;22;7000;kg
2026;BT;Puglia;Altro;23;1962639;kg
2026;BZ;Trentino Alto Adige;Ammendante compostato verde;1;695060;kg
2026;BZ;Trentino Alto Adige;Ammendante compostato misto;2;5044560;kg
2026;BZ;Trentino Alto Adige;Altri Ammendanti;3;107040;kg
2026;BZ;Trentino Alto Adige;Aggregati riciclati;5;723739472;kg
2026;BZ;Trentino Alto Adige;Rottami di alluminio;6;147403;kg
2026;BZ;Trentino Alto Adige;Rottami di ferro e acciaio;8;20802989;kg
2026;BZ;Trentino Alto Adige;Rottami di rame;9;110355;kg
2026;BZ;Trentino Alto Adige;Carta e cartone;10;20278867;kg
2026;BZ;Trentino Alto Adige;Plastica;11;2861659;kg
2026;BZ;Trentino Alto Adige;Legno e sughero;12;4418976;kg
2026;BZ;Trentino Alto Adige;Gomma;15;5090860;kg
2026;BZ;Trentino Alto Adige;Granulato di Conglomerato bituminoso;20;14407085;kg
2026;BZ;Trentino Alto Adige;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;16810;kg
2026;BZ;Trentino Alto Adige;Altro;23;28817325;kg
2026;CA;Sardegna;Ammendante compostato verde;1;2637770;kg
2026;CA;Sardegna;Aggregati riciclati;5;316854029;kg
2026;CA;Sardegna;Rottami di ferro e acciaio;8;23833491;kg
2026;CA;Sardegna;Carta e cartone;10;11878327;kg
2026;CA;Sardegna;Plastica;11;723356;kg
2026;CA;Sardegna;Legno e sughero;12;3615;kg
2026;CA;Sardegna;Granulato di Conglomerato bituminoso;20;15419740;kg
2026;CA;Sardegna;Altro;23;10121770;kg
2026;CB;Molise;Altri Ammendanti;3;900000;kg
2026;CB;Molise;Aggregati riciclati;5;45065762;kg
2026;CB;Molise;Rottami di ferro e acciaio;8;3447054;kg
2026;CB;Molise;Carta e cartone;10;3835040;kg
2026;CB;Molise;Plastica;11;44255;kg
2026;CB;Molise;Granulato di Conglomerato bituminoso;20;89786360;kg
2026;CB;Molise;Altro;23;10270440;kg
2026;CE;Campania;Altri Ammendanti;3;673770;kg
2026;CE;Campania;Digestato;4;300000;kg
2026;CE;Campania;Aggregati riciclati;5;658893858;kg
2026;CE;Campania;Rottami di alluminio;6;4361294;kg
2026;CE;Campania;Rottami di vetro;7;620;kg
2026;CE;Campania;Rottami di ferro e acciaio;8;31535516;kg
2026;CE;Campania;Rottami di rame;9;3445594;kg
2026;CE;Campania;Carta e cartone;10;63300405;kg
2026;CE;Campania;Plastica;11;6302304;kg
2026;CE;Campania;Legno e sughero;12;1481960;kg
2026;CE;Campania;CSS – combustibile;13;67895;kg
2026;CE;Campania;Tessili;14;50411984;kg
2026;CE;Campania;Gomma;15;17400;kg
2026;CE;Campania;Granulato di Conglomerato bituminoso;20;28272880;kg
2026;CE;Campania;Gomma vulcanizzata da PFU;22;1003450;kg
2026;CE;Campania;Altro;23;21306212;kg
2026;CH;Abruzzo;Aggregati riciclati;5;224391189;kg
2026;CH;Abruzzo;Rottami di alluminio;6;20064;kg
2026;CH;Abruzzo;Rottami di vetro;7;1812;kg
2026;CH;Abruzzo;Rottami di ferro e acciaio;8;15638700;kg
2026;CH;Abruzzo;Rottami di rame;9;5608;kg
2026;CH;Abruzzo;Carta e cartone;10;28134323;kg
2026;CH;Abruzzo;Plastica;11;4205929;kg
2026;CH;Abruzzo;Legno e sughero;12;185360;kg
2026;CH;Abruzzo;CSS – combustibile;13;31678;kg
2026;CH;Abruzzo;Tessili;14;400;kg
2026;CH;Abruzzo;Materiali ceramici;17;1916680;kg
2026;CH;Abruzzo;Granulato di Conglomerato bituminoso;20;5942090;kg
2026;CH;Abruzzo;Altro;23;42119196;kg
2026;CI;Sardegna;Granulato di Conglomerato bituminoso;20;3750000;kg
2026;CL;Sicilia;Ammendante compostato misto;2;2750000;kg
2026;CL;Sicilia;Aggregati riciclati;5;33618948;kg
2026;CL;Sicilia;Plastica;11;9802625;kg
2026;CL;Sicilia;Granulato di Conglomerato bituminoso;20;989620;kg
2026;CL;Sicilia;Altro;23;12497755;kg
2026;CN;Piemonte;Ammendante compostato verde;1;1638680;kg
2026;CN;Piemonte;Ammendante compostato misto;2;20441290;kg
2026;CN;Piemonte;Aggregati riciclati;5;428175283;kg
2026;CN;Piemonte;Rottami di alluminio;6;918640;kg
2026;CN;Piemonte;Rottami di ferro e acciaio;8;66788833;kg
2026;CN;Piemonte;Rottami di rame;9;83552;kg
2026;CN;Piemonte;Carta e cartone;10;71322302;kg
2026;CN;Piemonte;Plastica;11;50428366;kg
2026;CN;Piemonte;Legno e sughero;12;1764870;kg
2026;CN;Piemonte;Tessili;14;17598;kg
2026;CN;Piemonte;Granulato di Conglomerato bituminoso;20;74136420;kg
2026;CN;Piemonte;Altro;23;53407453;kg
2026;CO;Lombardia;Ammendante compostato verde;1;21625270;kg
2026;CO;Lombardia;Aggregati riciclati;5;192287644;kg
2026;CO;Lombardia;Rottami di alluminio;6;482370;kg
2026;CO;Lombardia;Rottami di vetro;7;54540;kg
2026;CO;Lombardia;Rottami di ferro e acciaio;8;91609530;kg
2026;CO;Lombardia;Rottami di rame;9;208718;kg
2026;CO;Lombardia;Carta e cartone;10;27235298;kg
2026;CO;Lombardia;Plastica;11;14243273;kg
2026;CO;Lombardia;Legno e sughero;12;1819470;kg
2026;CO;Lombardia;CSS – combustibile;13;7033595;kg
2026;CO;Lombardia;Gomma;15;186133;kg
2026;CO;Lombardia;Granulato di Conglomerato bituminoso;20;46243520;kg
2026;CO;Lombardia;Gomma vulcanizzata da PFU;22;700000;kg
2026;CO;Lombardia;Altro;23;15870328;kg
2026;CR;Lombardia;Ammendante compostato verde;1;144001;kg
2026;CR;Lombardia;Aggregati riciclati;5;333012692;kg
2026;CR;Lombardia;Rottami di alluminio;6;230390;kg
2026;CR;Lombardia;Rottami di ferro e acciaio;8;31601406;kg
2026;CR;Lombardia;Rottami di rame;9;61526;kg
2026;CR;Lombardia;Carta e cartone;10;11980630;kg
2026;CR;Lombardia;Plastica;11;2009723;kg
2026;CR;Lombardia;Legno e sughero;12;4420560;kg
2026;CR;Lombardia;Tessili;14;181865;kg
2026;CR;Lombardia;Gomma;15;1552925;kg
2026;CR;Lombardia;Granulato di Conglomerato bituminoso;20;12912680;kg
2026;CR;Lombardia;Altro;23;32913109;kg
2026;CS;Calabria;Aggregati riciclati;5;828663542;kg
2026;CS;Calabria;Rottami di alluminio;6;134380;kg
2026;CS;Calabria;Rottami di ferro e acciaio;8;6880910;kg
2026;CS;Calabria;Rottami di rame;9;4000;kg
2026;CS;Calabria;Carta e cartone;10;10457850;kg
2026;CS;Calabria;Plastica;11;800;kg
2026;CS;Calabria;Tessili;14;527043;kg
2026;CS;Calabria;Granulato di Conglomerato bituminoso;20;44831417;kg
2026;CS;Calabria;Altro;23;11735427;kg
2026;CT;Sicilia;Ammendante compostato verde;1;1011900;kg
2026;CT;Sicilia;Ammendante compostato misto;2;18775055;kg
2026;CT;Sicilia;Altri Ammendanti;3;51606781;kg
2026;CT;Sicilia;Aggregati riciclati;5;307425790;kg
2026;CT;Sicilia;Rottami di alluminio;6;348615;kg
2026;CT;Sicilia;Rottami di ferro e acciaio;8;125477387;kg
2026;CT;Sicilia;Rottami di rame;9;94430;kg
2026;CT;Sicilia;Carta e cartone;10;17062020;kg
2026;CT;Sicilia;Plastica;11;2836859;kg
2026;CT;Sicilia;Granulato di Conglomerato bituminoso;20;4607350;kg
2026;CT;Sicilia;Altro;23;42504982;kg
2026;CZ;Calabria;Ammendante compostato misto;2;7267680;kg
2026;CZ;Calabria;Aggregati riciclati;5;291033869;kg
2026;CZ;Calabria;Rottami di alluminio;6;684939;kg
2026;CZ;Calabria;Rottami di vetro;7;264;kg
2026;CZ;Calabria;Rottami di ferro e acciaio;8;4138209;kg
2026;CZ;Calabria;Carta e cartone;10;9775110;kg
2026;CZ;Calabria;Plastica;11;1345499;kg
2026;CZ;Calabria;Altri Fertilizzanti;19;1183584;kg
2026;CZ;Calabria;Gomma vulcanizzata da PFU;22;3240870;kg
2026;CZ;Calabria;Altro;23;48043356;kg
2026;EN;Sicilia;Ammendante compostato misto;2;8282090;kg
2026;EN;Sicilia;Aggregati riciclati;5;157547326;kg
2026;EN;Sicilia;Carta e cartone;10;15401366;kg
2026;EN;Sicilia;Granulato di Conglomerato bituminoso;20;181110;kg
2026;FC;Emilia Romagna;Ammendante compostato misto;2;7659380;kg
2026;FC;Emilia Romagna;Altri Ammendanti;3;1911520;kg
2026;FC;Emilia Romagna;Aggregati riciclati;5;209348416;kg
2026;FC;Emilia Romagna;Rottami di alluminio;6;1598407;kg
2026;FC;Emilia Romagna;Rottami di vetro;7;328597;kg
2026;FC;Emilia Romagna;Rottami di ferro e acciaio;8;61977963;kg
2026;FC;Emilia Romagna;Rottami di rame;9;1929542;kg
2026;FC;Emilia Romagna;Carta e cartone;10;44194736;kg
2026;FC;Emilia Romagna;Plastica;11;3950718;kg
2026;FC;Emilia Romagna;Legno e sughero;12;3454931;kg
2026;FC;Emilia Romagna;Granulato di Conglomerato bituminoso;20;137334977;kg
2026;FC;Emilia Romagna;Altro;23;3153450;kg
2026;FE;Emilia Romagna;Ammendante compostato misto;2;8447470;kg
2026;FE;Emilia Romagna;Aggregati riciclati;5;156614222;kg
2026;FE;Emilia Romagna;Rottami di alluminio;6;7712981;kg
2026;FE;Emilia Romagna;Rottami di ferro e acciaio;8;25768711;kg
2026;FE;Emilia Romagna;Rottami di rame;9;8248239;kg
2026;FE;Emilia Romagna;Carta e cartone;10;22097410;kg
2026;FE;Emilia Romagna;Plastica;11;17837211;kg
2026;FE;Emilia Romagna;Legno e sughero;12;452654;kg
2026;FE;Emilia Romagna;CSS – combustibile;13;2270400;kg
2026;FE;Emilia Romagna;Granulato di Conglomerato bituminoso;20;56318223;kg
2026;FE;Emilia Romagna;Altro;23;17792400;kg
2026;FG;Puglia;Ammendante compostato misto;2;35548996;kg
2026;FG;Puglia;Altri Ammendanti;3;15979390;kg
2026;FG;Puglia;Aggregati riciclati;5;619117571;kg
2026;FG;Puglia;Rottami di alluminio;6;1040817;kg
2026;FG;Puglia;Rottami di vetro;7;71404;kg
2026;FG;Puglia;Rottami di ferro e acciaio;8;21429891;kg
2026;FG;Puglia;Rottami di rame;9;11550;kg
2026;FG;Puglia;Carta e cartone;10;139663427;kg
2026;FG;Puglia;Plastica;11;2237206;kg
2026;FG;Puglia;Legno e sughero;12;22020;kg
2026;FG;Puglia;Tessili;14;144020;kg
2026;FG;Puglia;Gomma;15;5031250;kg
2026;FG;Puglia;Correttivi da Fanghi;18;834180;kg
2026;FG;Puglia;Altri Fertilizzanti;19;2266400;kg
2026;FG;Puglia;Granulato di Conglomerato bituminoso;20;26086920;kg
2026;FG;Puglia;Altro;23;82827633;kg
2026;FI;Toscana;Ammendante compostato misto;2;10563592;kg
2026;FI;Toscana;Aggregati riciclati;5;800457898;kg
2026;FI;Toscana;Rottami di alluminio;6;2022193;kg
2026;FI;Toscana;Rottami di vetro;7;74934603;kg
2026;FI;Toscana;Rottami di ferro e acciaio;8;16069142;kg
2026;FI;Toscana;Rottami di rame;9;158778;kg
2026;FI;Toscana;Carta e cartone;10;71808484;kg
2026;FI;Toscana;Plastica;11;2004228;kg
2026;FI;Toscana;Legno e sughero;12;75076;kg
2026;FI;Toscana;Tessili;14;19995;kg
2026;FI;Toscana;Gomma;15;13470;kg
2026;FI;Toscana;Cuoio;16;5110;kg
2026;FI;Toscana;Altri Fertilizzanti;19;1478350;kg
2026;FI;Toscana;Granulato di Conglomerato bituminoso;20;76079600;kg
2026;FI;Toscana;Altro;23;197882291;kg
2026;FM;Marche;Ammendante compostato misto;2;3537430;kg
2026;FM;Marche;Aggregati riciclati;5;9364523;kg
2026;FM;Marche;Rottami di alluminio;6;254375;kg
2026;FM;Marche;Rottami di ferro e acciaio;8;7789098;kg
2026;FM;Marche;Carta e cartone;10;5762385;kg
2026;FM;Marche;Altri Fertilizzanti;19;1204635;kg
2026;FM;Marche;Granulato di Conglomerato bituminoso;20;33600000;kg
2026;FM;Marche;Gomma vulcanizzata da PFU;22;5741585;kg
2026;FM;Marche;Altro;23;18002257;kg
2026;FR;Lazio;Ammendante compostato verde;1;1252490;kg
2026;FR;Lazio;Altri Ammendanti;3;5279600;kg
2026;FR;Lazio;Aggregati riciclati;5;77437148;kg
2026;FR;Lazio;Rottami di vetro;7;150348687;kg
2026;FR;Lazio;Rottami di ferro e acciaio;8;1798893;kg
2026;FR;Lazio;Carta e cartone;10;33371239;kg
2026;FR;Lazio;Plastica;11;4123562;kg
2026;FR;Lazio;CSS – combustibile;13;93586;kg
2026;FR;Lazio;Granulato di Conglomerato bituminoso;20;13619680;kg
2026;FR;Lazio;Altro;23;9979559;kg
2026;GE;Liguria;Altri Ammendanti;3;10000;kg
2026;GE;Liguria;Aggregati riciclati;5;28475180;kg
2026;GE;Liguria;Rottami di alluminio;6;156265;kg
2026;GE;Liguria;Rottami di ferro e acciaio;8;27580160;kg
2026;GE;Liguria;Rottami di rame;9;418084;kg
2026;GE;Liguria;Carta e cartone;10;39390144;kg
2026;GE;Liguria;Legno e sughero;12;103679;kg
2026;GE;Liguria;Gomma;15;761820;kg
2026;GE;Liguria;Granulato di Conglomerato bituminoso;20;51123040;kg
2026;GE;Liguria;Altro;23;9193969;kg
2026;GO;Friuli Venezia Giulia;Ammendante compostato misto;2;2440000;kg
2026;GO;Friuli Venezia Giulia;Aggregati riciclati;5;96477620;kg
2026;GO;Friuli Venezia Giulia;Rottami di alluminio;6;321530;kg
2026;GO;Friuli Venezia Giulia;Rottami di ferro e acciaio;8;20469194;kg
2026;GO;Friuli Venezia Giulia;Rottami di rame;9;364090;kg
2026;GO;Friuli Venezia Giulia;Carta e cartone;10;5325150;kg
2026;GO;Friuli Venezia Giulia;Plastica;11;124222;kg
2026;GO;Friuli Venezia Giulia;Granulato di Conglomerato bituminoso;20;34508550;kg
2026;GO;Friuli Venezia Giulia;Altro;23;7938771;kg
2026;GR;Toscana;Altri Ammendanti;3;22682060;kg
2026;GR;Toscana;Aggregati riciclati;5;49053465;kg
2026;GR;Toscana;Rottami di alluminio;6;146456;kg
2026;GR;Toscana;Rottami di ferro e acciaio;8;6950522;kg
2026;GR;Toscana;Rottami di rame;9;2060;kg
2026;GR;Toscana;Carta e cartone;10;5841580;kg
2026;GR;Toscana;Granulato di Conglomerato bituminoso;20;12310952;kg
2026;GR;Toscana;Altro;23;79810490;kg
2026;IM;Liguria;Ammendante compostato verde;1;2814240;kg
2026;IM;Liguria;Aggregati riciclati;5;49370500;kg
2026;IM;Liguria;Rottami di ferro e acciaio;8;2887740;kg
2026;IM;Liguria;Rottami di rame;9;5300;kg
2026;IM;Liguria;Carta e cartone;10;4311490;kg
2026;IM;Liguria;Granulato di Conglomerato bituminoso;20;11370063;kg
2026;IM;Liguria;Altro;23;2304415;kg
2026;IS;Molise;Aggregati riciclati;5;23510679;kg
2026;IS;Molise;Rottami di alluminio;6;2120331;kg
2026;IS;Molise;Rottami di ferro e acciaio;8;2877720;kg
2026;IS;Molise;Carta e cartone;10;3952412;kg
2026;IS;Molise;Plastica;11;638801;kg
2026;IS;Molise;Granulato di Conglomerato bituminoso;20;29660;kg
2026;IS;Molise;Altro;23;67940;kg
2026;KR;Calabria;Aggregati riciclati;5;30398805;kg
2026;KR;Calabria;Rottami di alluminio;6;43820;kg
2026;KR;Calabria;Rottami di ferro e acciaio;8;7020198;kg
2026;KR;Calabria;Rottami di rame;9;20030;kg
2026;KR;Calabria;Carta e cartone;10;1624780;kg
2026;KR;Calabria;Plastica;11;656418;kg
2026;KR;Calabria;Altri Fertilizzanti;19;1473180;kg
2026;KR;Calabria;Granulato di Conglomerato bituminoso;20;188450;kg
2026;KR;Calabria;Altro;23;238000;kg
2026;LC;Lombardia;Ammendante compostato misto;2;1980000;kg
2026;LC;Lombardia;Aggregati riciclati;5;182246060;kg
2026;LC;Lombardia;Rottami di alluminio;6;2377063;kg
2026;LC;Lombardia;Rottami di ferro e acciaio;8;157069503;kg
2026;LC;Lombardia;Rottami di rame;9;262853;kg
2026;LC;Lombardia;Carta e cartone;10;17067710;kg
2026;LC;Lombardia;Plastica;11;535002;kg
2026;LC;Lombardia;Legno e sughero;12;11879270;kg
2026;LC;Lombardia;Tessili;14;660723;kg
2026;LC;Lombardia;Granulato di Conglomerato bituminoso;20;8481280;kg
2026;LC;Lombardia;Altro;23;3274050;kg
2026;LE;Puglia;Ammendante compostato verde;1;545990;kg
2026;LE;Puglia;Ammendante compostato misto;2;11200;kg
2026;LE;Puglia;Altri Ammendanti;3;685000;kg
2026;LE;Puglia;Digestato;4;237600;kg
2026;LE;Puglia;Aggregati riciclati;5;422095188;kg
2026;LE;Puglia;Rottami di alluminio;6;1214339;kg
2026;LE;Puglia;Rottami di vetro;7;291380;kg
2026;LE;Puglia;Rottami di ferro e acciaio;8;58260054;kg
2026;LE;Puglia;Rottami di rame;9;770;kg
2026;LE;Puglia;Carta e cartone;10;61729740;kg
2026;LE;Puglia;Plastica;11;283585;kg
2026;LE;Puglia;Legno e sughero;12;1716960;kg
2026;LE;Puglia;Tessili;14;163430;kg
2026;LE;Puglia;Granulato di Conglomerato bituminoso;20;6694850;kg
2026;LE;Puglia;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;0;kg
2026;LE;Puglia;Altro;23;48870460;kg
2026;LI;Toscana;Ammendante compostato verde;1;1048950;kg
2026;LI;Toscana;Aggregati riciclati;5;319788857;kg
2026;LI;Toscana;Rottami di alluminio;6;17560;kg
2026;LI;Toscana;Rottami di ferro e acciaio;8;6330647;kg
2026;LI;Toscana;Carta e cartone;10;11667040;kg
2026;LI;Toscana;Materiali ceramici;17;7225000;kg
2026;LI;Toscana;Granulato di Conglomerato bituminoso;20;4798501;kg
2026;LI;Toscana;Altro;23;66387712;kg
2026;LO;Lombardia;Aggregati riciclati;5;283967002;kg
2026;LO;Lombardia;Rottami di alluminio;6;578664;kg
2026;LO;Lombardia;Rottami di ferro e acciaio;8;21646875;kg
2026;LO;Lombardia;Rottami di rame;9;146805;kg
2026;LO;Lombardia;Carta e cartone;10;9616000;kg
2026;LO;Lombardia;Correttivi da Fanghi;18;61649050;kg
2026;LO;Lombardia;Granulato di Conglomerato bituminoso;20;2903860;kg
2026;LO;Lombardia;Altro;23;113788257;kg
2026;LT;Lazio;Digestato;4;3757830;kg
2026;LT;Lazio;Aggregati riciclati;5;118691778;kg
2026;LT;Lazio;Rottami di alluminio;6;6926842;kg
2026;LT;Lazio;Rottami di ferro e acciaio;8;7004125;kg
2026;LT;Lazio;Rottami di rame;9;9770;kg
2026;LT;Lazio;Carta e cartone;10;1320320;kg
2026;LT;Lazio;Plastica;11;1993660;kg
2026;LT;Lazio;Granulato di Conglomerato bituminoso;20;32957260;kg
2026;LT;Lazio;Gomma vulcanizzata da PFU;22;645482;kg
2026;LT;Lazio;Altro;23;61332256;kg
2026;LU;Toscana;Aggregati riciclati;5;311842193;kg
2026;LU;Toscana;Rottami di alluminio;6;93723;kg
2026;LU;Toscana;Rottami di ferro e acciaio;8;12220155;kg
2026;LU;Toscana;Rottami di rame;9;6300846;kg
2026;LU;Toscana;Carta e cartone;10;58313714;kg
2026;LU;Toscana;Plastica;11;2375909;kg
2026;LU;Toscana;Legno e sughero;12;179581;kg
2026;LU;Toscana;Tessili;14;140950;kg
2026;LU;Toscana;Granulato di Conglomerato bituminoso;20;46895841;kg
2026;LU;Toscana;Altro;23;14938013;kg
2026;MB;Lombardia;Aggregati riciclati;5;496684114;kg
2026;MB;Lombardia;Rottami di alluminio;6;5086800;kg
2026;MB;Lombardia;Rottami di ferro e acciaio;8;55620656;kg
2026;MB;Lombardia;Rottami di rame;9;728926;kg
2026;MB;Lombardia;Carta e cartone;10;65083620;kg
2026;MB;Lombardia;Plastica;11;2516159;kg
2026;MB;Lombardia;Legno e sughero;12;4371926;kg
2026;MB;Lombardia;Tessili;14;23011;kg
2026;MB;Lombardia;Granulato di Conglomerato bituminoso;20;28871360;kg
2026;MB;Lombardia;Altro;23;29626207;kg
2026;MC;Marche;Ammendante compostato verde;1;23300;kg
2026;MC;Marche;Ammendante compostato misto;2;286000;kg
2026;MC;Marche;Aggregati riciclati;5;248899049;kg
2026;MC;Marche;Rottami di alluminio;6;2330859;kg
2026;MC;Marche;Rottami di ferro e acciaio;8;22765722;kg
2026;MC;Marche;Rottami di rame;9;2233314;kg
2026;MC;Marche;Carta e cartone;10;7553270;kg
2026;MC;Marche;Plastica;11;3570834;kg
2026;MC;Marche;Legno e sughero;12;155408;kg
2026;MC;Marche;Tessili;14;1873740;kg
2026;MC;Marche;Gomma;15;53030;kg
2026;MC;Marche;Altro;23;19044493;kg
2026;ME;Sicilia;Altri Ammendanti;3;162620;kg
2026;ME;Sicilia;Aggregati riciclati;5;101869776;kg
2026;ME;Sicilia;Carta e cartone;10;14472481;kg
2026;ME;Sicilia;Plastica;11;18416;kg
2026;ME;Sicilia;Tessili;14;796370;kg
2026;ME;Sicilia;Materiali ceramici;17;33290;kg
2026;ME;Sicilia;Granulato di Conglomerato bituminoso;20;13475330;kg
2026;ME;Sicilia;Altro;23;381630;kg
2026;MI;Lombardia;Ammendante compostato verde;1;12154279;kg
2026;MI;Lombardia;Ammendante compostato misto;2;16239070;kg
2026;MI;Lombardia;Aggregati riciclati;5;1420912747;kg
2026;MI;Lombardia;Rottami di alluminio;6;4169967;kg
2026;MI;Lombardia;Rottami di vetro;7;19135210;kg
2026;MI;Lombardia;Rottami di ferro e acciaio;8;293480120;kg
2026;MI;Lombardia;Rottami di rame;9;6835823;kg
2026;MI;Lombardia;Carta e cartone;10;379565012;kg
2026;MI;Lombardia;Plastica;11;23532479;kg
2026;MI;Lombardia;Legno e sughero;12;6708131;kg
2026;MI;Lombardia;CSS – combustibile;13;11333612;kg
2026;MI;Lombardia;Tessili;14;3213404;kg
2026;MI;Lombardia;Granulato di Conglomerato bituminoso;20;120848280;kg
2026;MI;Lombardia;Gomma vulcanizzata da PFU;22;157;kg
2026;MI;Lombardia;Altro;23;156491573;kg
2026;MN;Lombardia;Ammendante compostato verde;1;912080;kg
2026;MN;Lombardia;Altri Ammendanti;3;20060000;kg
2026;MN;Lombardia;Aggregati riciclati;5;335541972;kg
2026;MN;Lombardia;Rottami di alluminio;6;352260;kg
2026;MN;Lombardia;Rottami di ferro e acciaio;8;8237227;kg
2026;MN;Lombardia;Rottami di rame;9;27540;kg
2026;MN;Lombardia;Carta e cartone;10;37572390;kg
2026;MN;Lombardia;Plastica;11;5478372;kg
2026;MN;Lombardia;Legno e sughero;12;3954700;kg
2026;MN;Lombardia;CSS – combustibile;13;1250000;kg
2026;MN;Lombardia;Tessili;14;1152673;kg
2026;MN;Lombardia;Altri Fertilizzanti;19;20867720;kg
2026;MN;Lombardia;Granulato di Conglomerato bituminoso;20;29683840;kg
2026;MN;Lombardia;Altro;23;67561886;kg
2026;MO;Emilia Romagna;Ammendante compostato verde;1;412380;kg
2026;MO;Emilia Romagna;Ammendante compostato misto;2;6920380;kg
2026;MO;Emilia Romagna;Altri Ammendanti;3;3760000;kg
2026;MO;Emilia Romagna;Aggregati riciclati;5;469641968;kg
2026;MO;Emilia Romagna;Rottami di alluminio;6;561033;kg
2026;MO;Emilia Romagna;Rottami di vetro;7;96288352;kg
2026;MO;Emilia Romagna;Rottami di ferro e acciaio;8;79460595;kg
2026;MO;Emilia Romagna;Rottami di rame;9;120413;kg
2026;MO;Emilia Romagna;Carta e cartone;10;53043107;kg
2026;MO;Emilia Romagna;Plastica;11;2686844;kg
2026;MO;Emilia Romagna;CSS – combustibile;13;9000000;kg
2026;MO;Emilia Romagna;Cuoio;16;29360;kg
2026;MO;Emilia Romagna;Materiali ceramici;17;135395680;kg
2026;MO;Emilia Romagna;Granulato di Conglomerato bituminoso;20;162344396;kg
2026;MO;Emilia Romagna;Altro;23;116618193;kg
2026;MS;Toscana;Aggregati riciclati;5;45099995;kg
2026;MS;Toscana;Rottami di alluminio;6;3040;kg
2026;MS;Toscana;Rottami di ferro e acciaio;8;1086930;kg
2026;MS;Toscana;Rottami di rame;9;1166;kg
2026;MS;Toscana;Carta e cartone;10;1048796;kg
2026;MS;Toscana;Granulato di Conglomerato bituminoso;20;5099140;kg
2026;MS;Toscana;Altro;23;17574996;kg
2026;MT;Basilicata;Aggregati riciclati;5;136139146;kg
2026;MT;Basilicata;Rottami di alluminio;6;90220;kg
2026;MT;Basilicata;Rottami di ferro e acciaio;8;8670567;kg
2026;MT;Basilicata;Rottami di rame;9;1399;kg
2026;MT;Basilicata;Carta e cartone;10;22155070;kg
2026;MT;Basilicata;Plastica;11;11015260;kg
2026;MT;Basilicata;CSS – combustibile;13;8550000;kg
2026;MT;Basilicata;Granulato di Conglomerato bituminoso;20;45310740;kg
2026;MT;Basilicata;Altro;23;1698862;kg
2026;NA;Campania;Ammendante compostato misto;2;62983518;kg
2026;NA;Campania;Aggregati riciclati;5;1297207366;kg
2026;NA;Campania;Rottami di alluminio;6;2285229;kg
2026;NA;Campania;Rottami di vetro;7;379220;kg
2026;NA;Campania;Rottami di ferro e acciaio;8;29672903;kg
2026;NA;Campania;Rottami di rame;9;1009476;kg
2026;NA;Campania;Carta e cartone;10;94668098;kg
2026;NA;Campania;Plastica;11;11738050;kg
2026;NA;Campania;Tessili;14;15829675;kg
2026;NA;Campania;Cuoio;16;20000;kg
2026;NA;Campania;Materiali ceramici;17;2406170;kg
2026;NA;Campania;Granulato di Conglomerato bituminoso;20;248840;kg
2026;NA;Campania;Gomma vulcanizzata da PFU;22;165490;kg
2026;NA;Campania;Altro;23;45296349;kg
2026;NO;Piemonte;Ammendante compostato verde;1;3944680;kg
2026;NO;Piemonte;Altri Ammendanti;3;15000000;kg
2026;NO;Piemonte;Aggregati riciclati;5;281732467;kg
2026;NO;Piemonte;Rottami di alluminio;6;2715463;kg
2026;NO;Piemonte;Rottami di ferro e acciaio;8;12310825;kg
2026;NO;Piemonte;Rottami di rame;9;3350;kg
2026;NO;Piemonte;Carta e cartone;10;6099059;kg
2026;NO;Piemonte;Plastica;11;12813396;kg
2026;NO;Piemonte;Granulato di Conglomerato bituminoso;20;32014426;kg
2026;NO;Piemonte;Altro;23;116668115;kg
2026;NU;Sardegna;Ammendante compostato misto;2;2693710;kg
